1, 1.5, 3.5, 7.0
, 2, 1.5, 2.0, 8.5
, 3, 3.0, 2.0, 7.0
, 4, 3.0, 2.0, 8.0
, 5, 3.0, 2.0, 8.0
, 6, 3.0, 2.0, 8.0
, 7, 3.0, 1.5, 8.5
, 8, 1.5, 1.5, 10.0
, 9, 3.0, 1.5, 7.5
, 10, 3.0, 2.0, 7.0
, 11, 3.0, 2.0, 7.0
, 12, 3.0, 2.0, 7.0
, 13, 1.5, 1.5, 9.0
, 14, 3.0, 2.0, 8.0
, 15, 3.0, 1.0, 9.0
, 16, 3.0, 1.0, 9.0
, 17, 1.5, 4.5, 7.0
, 18, 3.0, 2.0, 8.0
, 19, 1.5, 2.0, 9.5
, 20, 3.0, 1.5, 8.5
, 21, 3.0, 1.5, 8.5
, 22, 3.0, 1.5, 8.5
, 23, 1.5, 4.5, 7.0
, 24, 1.5, 4.5, 7.0
, 25, 1.5, 4.5, 7.0
, 26, 1.5, 4.5, 7.0
, 27, 2.5, 1.0, 9.5
, 28, 1.0, 1.0, 8.0
, 29, 0.5, 9.5
, 30, 1.0, 3.5, 8.5
, 31, 1.0, 1.5, 10.5
, 32, 1.0, 5.0, 7.0
, 33, 2.5, 0.5, 9.0
, 34, 1.0, 2.0, 9.0
, 35, 1.0, 1.5, 10.5
, 36, 1.0, 3.5, 8.5
, 37, 1.0, 5.0, 7.0
, 38, 1.0, 2.5, 9.5
, 39, 1.0, 3.5, 10.5
, 40, 1.0, 4.0, 8.0
, 41, 1.0, 5.0, 7.0
, 42, 1.0, 5.0, 7.0
, 43, 1.0, 5.0, 7.0
, 44, 1.0, 5.0, 7.0
, 45, 1.0, 2.5, 9.5
, 46, 1.0, 3.5, 8.5
, 47, 1.0, 3.5, 8.5
, 48, 1.0, 5.0, 7.0
, 49, 1.0, 6.5, 5.5
, 50, 1.0, 2.5, 9.5
, 51, 1.0, 5.0, 7.0
, 52, 1.0, 3.5, 8.5
, 53, 1.0, 2.5, 9.5
, 54, 1.0, 3.5, 8.5
, 55, 1.0, 5.0, 7.0
, 56, 0.5, 2.5, 9.0
, 57, 1.0, 5.0, 7.0
, 58, 0.5, 2.5, 9.0
, 59, 1.0, 2.0, 10.0
, 60, 1.0, 2.5, 9.5
, 61, 3.0, 5.0, 5.0
, 62, 1.0, 2.5, 9.5
, 63, 1.0, 5.5, 6.5
, 64, 0.5, 2.5, 10.0
, 65, 1.0, 4.0, 8.0
, 66, 3.0, 1.5, 7.5
, 67, 2.0, 1.5, 8.5
, 68, 3.0, 2.0, 10.0
, 69, 3.0, 2.0, 8.0
, 70, 3.0, 3.0, 7.0
, 71, 2.0, 4.0, 6.0
, 72, 2.0, 4.0, 6.0
, 73, 3.0, 2.0, 8.0
, 74, 2.0, 3.0, 8.0
, 75, 2.0, 1.5, 6.5
, 76, 3.0, 2.0, 7.0
, 77, 1.5, 5.0, 5.5
, 78, 4.5, 2.0, 5.5
, 79, 1.5, 4.5, 7.0
, 80, 1.0, 5.0, 7.0
, 81, 1.0, 2.5, 9.5
, 82, 1.0, 2.5, 9.5
, 83, 1.0, 1.5, 10.5
, 84, 1.0, 5.0, 6.0
, 85, 1.0, 1.5, 10.5
, 86, 1.5, 4.5, 6.0
, 87, 1.5, 5.0, 5.5
, 88, 1.0, 5.0, 7.0
, 89, 1.0, 2.5, 9.5
, 90, 1.0, 3.5, 8.5
, 91, 1.0, 5.0, 7.0
, 92, 1.0, 5.0, 7.0
, 93, 1.0, 5.0, 7.0
, 94, 1.0, 5.0, 6.0
, 95, 1.0, 6.0, 5.0
, 96, 1.0, 3.5, 8.5
, 97, 1.0, 3.5, 8.5
, 98, 3.0, 2.0, 8.0
, 99, 3.0, 0.5, 8.5
, 100, 3.0, 1.5, 8.5
, 101, 3.0, 3.0, 7.0
, 102, 3.0, 1.5, 7.5
, 103, 3.0, 2.0, 7.0
, 104, 3.0, 3.5, 5.5
, 105, 3.0, 2.0, 7.0
, 106, 3.0, 1.5, 7.5
, 107, 3.5, 6.5, 2.0
, 108, 3.0, 1.5, 8.5
, 109, 3.0, 3.0, 6.0
, 110, 3.0, 2.5, 9.5
, 111, 3.0, 2.0, 7.0
, 112, 3.0, 2.0, 7.0
, 113, 3.0, 2.0, 7.0
, 114, 3.0, 2.0, 8.0
, 115, 3.0, 2.0, 8.0
, 116, 1.5, 4.0, 7.5
, 117, 1.5, 4.5, 6.0
, 118, 3.0, 2.0, 7.0
, 119, 1.5, 3.5, 8.0
, 120, 2.5, 1.0, 9.5
, 121, 3.0, 2.0, 7.0
, 122, 3.0, 3.0, 6.0
, 123, 3.0, 1.5, 7.5
, 124, 3.0, 2.0, 5.0
, 125, 3.0, 1.5, 7.5
, 126, 3.0, 3.5, 5.5
, 127, 3.0, 1.0, 8.0
, 128, 3.0, 2.0, 5.0
, 129, 3.0, 1.5, 7.5
, 130, 3.0, 2.0, 7.0
, 131, 1.0, 3.5, 8.5
, 132, 3.0, 2.0, 6.0
, 133, 3.0, 0.5, 8.5
, 134, 3.0, 0.5, 8.5
, 135, 3.0, 1.5, 7.5
, 136, 3.0, 3.5, 3.5
, 137, 3.0, 3.5, 4.5
, 138, 3.0, 3.0, 4.0
, 139, 1.5, 3.5, 6.0
, 140, 3.0, 3.0, 5.0
, 141, 3.0, 3.0, 4.0
, 142, 3.0, 0.5, 9.5
, 143, 3.0, 3.0, 4.0
, 144, 3.0, 3.0, 4.0
, 145, 3.0, 3.0, 4.0
, 146, 3.0, 1.5, 7.5
, 147, 3.0, 3.0, 4.0
, 148, 1.0, 2.5, 9.5
, 149, 1.0, 3.0, 9.0
, 150, 1.0, 3.0, 9.0
, 151, 1.0, 3.0, 9.0
, 152, 1.0, 3.0, 9.0
, 153, 1.0, 5.0, 6.0
, 154, 1.0, 2.5, 8.5
, 155, 1.0, 5.0, 6.0
, 156, 1.0, 3.5, 8.5
, 157, 1.0, 2.5, 9.5
, 158, 1.0, 5.0, 6.0
, 159, 1.0, 4.0, 7.0
, 160, 1.0, 2.5, 8.5
, 161, 3.0, 2.0, 5.0
, 162, 1.0, 4.0, 8.0
, 163, 1.0, 5.0, 6.0
, 164, 1.0, 5.0, 6.0
, 165, 1.0, 3.0, 8.0
, 166, 1.0, 5.0, 6.0
, 167, 1.0, 4.0, 7.0
, 168, 1.0, 4.0, 7.0
, 169, 1.0, 4.0, 7.0
, 170, 1.0, 2.0, 9.0
, 171, 1.0, 2.0, 9.0
, 172, 1.0, 3.5, 7.5
, 173, 1.0, 3.5, 7.5
, 174, 1.0, 5.0, 6.0
, 175, 1.0, 4.0, 7.0
, 176, 1.0, 4.0, 7.0
, 177, 1.0, 3.5, 7.5
, 178, 1.0, 4.0, 7.0
, 179, 1.0, 2.5, 8.5
, 180, 2.5, 0.5, 7.5
, 181, 1.0, 4.0, 8.0
